Vorticity: Magnitude (/s),Vorticity[i] (/s),Vorticity[j] (/s),Vorticity[k] (/s),Velocity: Magnitude (m/s),Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),X (m),Y (m),Z (m)
2.002628668075281,-2.162171128395956e-16,-2.002628668075281,-9.970542835734089e-16,42.054181344384205,-0.8344091656873238,-1.1242638987539367e-16,-41.975910148087266,0.7800000000000008,0.05000000074505804,-2.087999999999996
2.002628668075281,-2.162171128395956e-16,-2.002628668075281,-9.970542835734089e-16,42.054181344384205,-0.8344091656873238,-1.1242638987539367e-16,-41.975910148087266,0.75,0.05000000074505804,-2.087999999999996
1.9185954322868082,4.09238336642172e-17,-1.8733007687700765,-2.1811084866478077e-15,42.088324236562315,-0.7877620156253924,-1.2925584505454783e-17,-41.97366563413229,0.7199999999999993,0.05000000074505804,-2.087999999999996
1.9185954322868082,4.09238336642172e-17,-1.8733007687700765,-2.1811084866478077e-15,42.088324236562315,-0.7877620156253924,-1.2925584505454783e-17,-41.97366563413229,0.6899999999999991,0.05000000074505804,-2.087999999999996
2.1859368447744147,-1.2360177662727584e-16,-1.7049581462245649,-1.2265295025005474e-15,42.13314060324988,-0.8249126151313206,8.928257861303284e-17,-41.965214311616336,0.6599999999999983,0.05000000074505804,-2.087999999999996
2.1128056671736513,-4.3737101126797776e-16,-1.5577201701677326,-2.935087258824854e-15,42.17748293596291,-0.7689980649904503,1.0269486841414335e-16,-41.93847354805218,0.6300000000000011,0.05000000074505804,-2.087999999999996
2.813046829916538,-2.196638890006983e-15,-2.4721135058011954,1.918809759106515e-15,42.25027280573099,-0.786396491593631,3.236949657290075e-16,-41.913709960912556,0.600000000000001,0.05000000074505804,-2.087999999999996
2.813046829916538,-2.196638890006983e-15,-2.4721135058011954,1.918809759106515e-15,42.25027280573099,-0.786396491593631,3.236949657290075e-16,-41.913709960912556,0.5700000000000002,0.05000000074505804,-2.087999999999996
6.0648616824079875,-4.624553135567882e-16,-4.587389026989637,5.655046859424322e-15,42.411643939885764,-0.7063817062176081,-4.505882276588594e-17,-41.947288973481946,0.5399999999999993,0.05000000074505804,-2.087999999999996
11.05053354483754,-8.323039003525793e-16,-8.126547451375952,3.082882642784149e-15,42.69682362659144,-0.6612787474363097,-9.50178984757412e-17,-42.060116482321654,0.5099999999999997,0.05000000074505804,-2.087999999999996
16.55154877369531,-5.23748342161833e-16,-13.173910911328143,6.988061101555042e-15,43.165556348179045,-0.527381041145172,-2.3900239144718466e-16,-42.304076227734164,0.4799999999999992,0.05000000074505804,-2.087999999999996
20.490224795922018,3.680259977884194e-16,-16.894554453716644,1.650915203907413e-14,43.867215122382234,-0.42568574956524735,-5.244953280889517e-16,-42.71938673228787,0.4500000000000004,0.05000000074505804,-2.087999999999996
25.95116489825127,4.0244151842760175e-15,-14.655000864556737,2.2623912875818445e-15,44.690342018913924,-0.2418115997933298,-1.172872955467038e-15,-43.18434935349932,0.420000000000001,0.05000000074505804,-2.087999999999996
32.03981356664915,3.4728696920855323e-16,-6.219456925045274,-2.0986783018185534e-14,45.41758772946147,-0.08487022541488416,-6.696721318145965e-16,-43.468577695425886,0.3900000000000004,0.05000000074505804,-2.087999999999996
37.936724960404305,-1.2945710620324738e-14,4.722131221768981,-1.60963518748826e-14,45.949621210747054,0.08455085562687198,-5.0234065614424863e-17,-43.475318895173004,0.35999999999999965,0.05000000074505804,-2.087999999999996
46.25031564602938,-9.29842115585063e-15,15.970106391881172,9.806749902577399e-15,46.29829291082739,0.19523029588564111,1.2438720731806626e-16,-43.21887350517346,0.3299999999999991,0.05000000074505804,-2.087999999999996
77.5566094707859,1.3814125817609354e-14,41.92201363887849,-7.413210573692503e-14,46.46732441481523,0.3392633802991591,1.3870666147837938e-15,-41.98068931680509,0.3000000000000005,0.05000000074505804,-2.087999999999996
89.88442088475743,-1.236417256568791e-14,54.38936325460431,-2.322033834894612e-14,46.28494027663298,0.34471447170627284,2.5840718478485435e-15,-41.03175072683471,0.26999999999999963,0.05000000074505804,-2.087999999999996
113.01838227692076,3.936284226610364e-15,76.80058633182513,-2.4984000093508773e-14,45.57130421036673,0.23943645409468808,2.8978088479822325e-15,-38.775792009836536,0.2399999999999996,0.05000000074505804,-2.087999999999996
135.58509860432187,7.253216182041471e-16,97.71398834897015,-6.22001017801303e-14,44.21610743569963,0.021405099449477164,4.993495648372581e-15,-35.43499178228692,0.2100000000000005,0.05000000074505804,-2.087999999999996
146.5435788347565,-5.371492800839204e-14,106.27565510352589,7.210137778201945e-15,43.16058729756816,-0.1433634383053513,5.830748536573216e-15,-32.94708144103022,0.17999999999999983,0.05000000074505804,-2.087999999999996
159.35998763446057,1.9696801544466353e-14,109.99427086415905,2.3929798573178524e-14,41.682889082009886,-0.3415140418112057,4.9904689005709154e-15,-29.533311606314722,0.15000000000000024,0.05000000074505804,-2.087999999999996
166.14484876941114,6.061111485093404e-14,103.00889041762709,8.662431464481254e-15,40.22919488850116,-0.5039042242936865,4.339718975258966e-15,-26.13850904151876,0.1199999999999998,0.05000000074505804,-2.087999999999996
169.96960782181472,5.0407062369252955e-14,84.00365489972879,1.30255564271923e-14,38.986081134843886,-0.6315984519146642,3.607058482384608e-15,-23.14818616264291,0.09000000000000002,0.05000000074505804,-2.087999999999996
169.61974197983977,8.273888517186853e-14,58.56996741576553,4.5547325379790514e-14,38.082408081331955,-0.7338406614166203,2.535602150067644e-15,-20.820755077162843,0.060000000000000206,0.05000000074505804,-2.087999999999996
166.08906887396023,1.0340420425128421e-13,26.71926337360742,4.2809039866314953e-14,37.557915322991946,-0.8192044679945151,1.4697902650067346e-15,-19.385074519143192,0.02999999999999995,0.05000000074505804,-2.087999999999996
169.1197915063514,9.879037562257993e-14,-14.662296397067903,3.3613178176099847e-14,37.44228712446455,-0.8885024188214606,1.4266099273113677e-16,-18.998564165642495,0.0,0.05000000074505804,-2.087999999999996
169.93866368278722,8.601744076862829e-14,-46.570373044429395,2.3048460737961305e-14,37.8043863931164,-0.9189440658710244,-6.894076197826539e-16,-19.84279715721732,-0.02999999999999995,0.05000000074505804,-2.087999999999996
173.15136536731563,4.953182039083694e-14,-75.2597885615622,1.6945876328697807e-15,38.56971446893722,-0.9592255273513808,-1.077784767597531e-15,-21.66059465322633,-0.060000000000000206,0.05000000074505804,-2.087999999999996
171.05890175454834,-1.7119091115172345e-14,-96.86258690382958,5.1611340186979444e-15,39.6567695472795,-1.0281633957195455,-1.0712828224128323e-15,-24.25030047516267,-0.09000000000000002,0.05000000074505804,-2.087999999999996
165.67054013002718,-1.3920444653598024e-14,-108.6059626618006,1.8404468575044908e-14,40.94954182854572,-1.1201541886206579,-1.437412967066829e-15,-27.39844387507305,-0.1199999999999998,0.05000000074505804,-2.087999999999996
155.51120755810655,-6.362246066261464e-15,-110.87010719007307,2.0870112315132377e-14,42.43404991847523,-1.213185668130452,-2.099512693698613e-15,-30.762283717185227,-0.15000000000000024,0.05000000074505804,-2.087999999999996
138.28672135479826,-1.6823608526783432e-14,-103.21958434582127,-2.7200531409226586e-14,43.83990192689087,-1.2846197086159712,-2.198509942135408e-15,-34.03263552376636,-0.17999999999999983,0.05000000074505804,-2.087999999999996
122.84893673997736,-2.04086639236068e-14,-92.02281636417229,-8.067847924951946e-14,44.786830162096415,-1.3241370525518896,-1.0130411398991694e-15,-36.3601043359815,-0.2100000000000005,0.05000000074505804,-2.087999999999996
96.8817952027004,4.782025377868395e-15,-68.61829316329626,3.9152490085402374e-15,45.88374197684948,-1.3189195025624005,-4.0113957329039773e-16,-39.389904941733896,-0.2399999999999996,0.05000000074505804,-2.087999999999996
75.01451281167465,1.8914520528566807e-15,-45.97122033804571,1.657685032934343e-14,46.36781090710668,-1.2333131347045991,-6.25527385960369e-16,-41.373018311729375,-0.26999999999999963,0.05000000074505804,-2.087999999999996
62.63468335878048,1.7194009047222162e-14,-33.94791159198187,3.7811336711121974e-14,46.431700409460554,-1.131208158513718,-1.5585562087676475e-15,-42.18187935977714,-0.3000000000000005,0.05000000074505804,-2.087999999999996
45.5014138289644,-1.0726149544294255e-14,-6.917317554470879,-2.350783227773624e-14,46.07292328622726,-0.7978019884428682,-1.9514406534750564e-15,-43.18430784773253,-0.3299999999999991,0.05000000074505804,-2.087999999999996
37.61134442871819,-8.217049384810478e-15,3.741948075762291,-2.645845208829898e-14,45.56709146669048,-0.5903758219883252,-8.216613206477657e-16,-43.25802237492162,-0.35999999999999965,0.05000000074505804,-2.087999999999996
28.140513041862437,1.992863108992594e-15,8.823212160479219,-1.2737017909911818e-14,44.966730156326406,-0.3376533788721119,-6.599107693213364e-16,-43.15577186319777,-0.3900000000000004,0.05000000074505804,-2.087999999999996
21.782326433871102,3.3744326108550185e-15,12.316418256818533,-1.516561617018915e-14,44.352557852267,-0.13984048044014777,-1.3359404812890146e-16,-42.95552140832824,-0.420000000000001,0.05000000074505804,-2.087999999999996
18.69523712804273,8.385555318868038e-16,14.997804882967259,-8.159632728450545e-15,43.68540462146029,0.07924091530360468,2.0233309860472366e-16,-42.62597870528848,-0.4500000000000004,0.05000000074505804,-2.087999999999996
13.651837497376945,4.103568784580047e-16,12.929797660978224,-8.860089204901939e-16,43.04390385057154,0.22114421897383166,3.5602775726161836e-16,-42.253130394499856,-0.4799999999999992,0.05000000074505804,-2.087999999999996
8.016276024683474,-5.514121032908588e-16,7.5088954550332945,1.914139277509025e-15,42.6042242793573,0.3807485926818036,2.520332700979262e-16,-42.021529311997476,-0.5099999999999997,0.05000000074505804,-2.087999999999996
4.358104762020561,-7.820317826969066e-17,3.616416872918251,-4.746857580446628e-15,42.3812435820915,0.4461351604774259,2.3523748107027995e-16,-41.95696329772379,-0.5399999999999993,0.05000000074505804,-2.087999999999996
2.717575695461776,-2.0923527340664234e-15,2.2754498674513832,-5.276936150055141e-15,42.263920006445254,0.5592623603556202,6.003087444670615e-16,-41.95874020024263,-0.5700000000000002,0.05000000074505804,-2.087999999999996
2.717575695461776,-2.0923527340664234e-15,2.2754498674513832,-5.276936150055141e-15,42.263920006445254,0.5592623603556202,6.003087444670615e-16,-41.95874020024263,-0.600000000000001,0.05000000074505804,-2.087999999999996
2.0430900763293813,-1.0729849449297616e-15,1.927939681271136,4.863220914714407e-15,42.19016489065087,0.5779781050335978,6.114583311266818e-16,-41.97496229624459,-0.6300000000000011,0.05000000074505804,-2.087999999999996
1.9005747254250571,4.6643875044938136e-17,1.9005747254250571,1.0843832628814469e-14,42.14131322927051,0.6634903090572926,1.5642092241250432e-16,-41.99116341323462,-0.6599999999999983,0.05000000074505804,-2.087999999999996
1.8457722047460081,7.603259023264391e-16,1.8457722047460081,3.408199090382052e-15,42.10382484396921,0.6472263388460341,-4.003704484915715e-16,-42.001681079189126,-0.6899999999999991,0.05000000074505804,-2.087999999999996
1.8457722047460081,7.603259023264391e-16,1.8457722047460081,3.408199090382052e-15,42.10382484396921,0.6472263388460341,-4.003704484915715e-16,-42.001681079189126,-0.7199999999999993,0.05000000074505804,-2.087999999999996
1.9261839550727304,-4.385060762112177e-18,1.9261839550727304,-7.09681057323172e-15,42.08142618197894,0.7148944298924657,-1.5146580366885759e-16,-42.012239001239614,-0.75,0.05000000074505804,-2.087999999999996
1.9261839550727304,-4.385060762112177e-18,1.9261839550727304,-7.09681057323172e-15,42.08142618197894,0.7148944298924657,-1.5146580366885759e-16,-42.012239001239614,-0.7800000000000008,0.05000000074505804,-2.087999999999996
1.8651018962688783,-2.7403873427916547e-16,1.8651018962688783,1.3114266142073613e-16,42.04947572692217,0.6706093791642941,3.7851227290301163e-16,-42.00390670258733,-0.8100000000000012,0.05000000074505804,-2.087999999999996
1.8651018962688783,-2.7403873427916547e-16,1.8651018962688783,1.3114266142073613e-16,42.04947572692217,0.6706093791642941,3.7851227290301163e-16,-42.00390670258733,-0.840000000000002,0.05000000074505804,-2.087999999999996
1.8764180301711313,-4.8969488376598284e-17,1.8764180301711313,3.35491101179764e-15,42.03266055286762,0.7171256946871155,-2.238647866466071e-16,-42.00189148111847,-0.8700000000000004,0.05000000074505804,-2.087999999999996
1.8764180301711313,-4.8969488376598284e-17,1.8764180301711313,3.35491101179764e-15,42.03266055286762,0.7171256946871155,-2.238647866466071e-16,-42.00189148111847,-0.9000000000000008,0.05000000074505804,-2.087999999999996
1.7755155030724086,6.676272319595131e-17,1.7755155030724086,-2.3797063347152394e-15,41.99173695481667,0.6461584800756376,-2.3633557779947493e-17,-41.9717949643793,-0.9300000000000019,0.05000000074505804,-2.087999999999996
1.7755155030724086,6.676272319595131e-17,1.7755155030724086,-2.3797063347152394e-15,41.99173695481667,0.6461584800756376,-2.3633557779947493e-17,-41.9717949643793,-0.9599999999999984,0.05000000074505804,-2.087999999999996
1.7338547455568665,4.13618448220961e-17,1.7338547455568665,-7.496588584413019e-16,41.967046405449395,0.6690164069465621,1.0129099580064574e-16,-41.952950169348405,-0.9899999999999985,0.05000000074505804,-2.087999999999996
1.7338547455568665,4.13618448220961e-17,1.7338547455568665,-7.496588584413019e-16,41.967046405449395,0.6690164069465621,1.0129099580064574e-16,-41.952950169348405,-1.0199999999999994,0.05000000074505804,-2.087999999999996
1.7338547455568665,4.13618448220961e-17,1.7338547455568665,-7.496588584413019e-16,41.967046405449395,0.6690164069465621,1.0129099580064574e-16,-41.952950169348405,-1.049999999999998,0.05000000074505804,-2.087999999999996
1.6081257836817195,2.7639868874229562e-17,1.6081257836817195,-9.846336101351377e-16,41.90983302008272,0.5741590059732078,6.534153222773865e-17,-41.900806249480375,-1.0799999999999985,0.05000000074505804,-2.087999999999996
1.6081257836817195,2.7639868874229562e-17,1.6081257836817195,-9.846336101351377e-16,41.90983302008272,0.5741590059732078,6.534153222773865e-17,-41.900806249480375,-1.1099999999999997,0.05000000074505804,-2.087999999999996
1.6081257836817195,2.7639868874229562e-17,1.6081257836817195,-9.846336101351377e-16,41.90983302008272,0.5741590059732078,6.534153222773865e-17,-41.900806249480375,-1.1400000000000003,0.05000000074505804,-2.087999999999996
1.4913699477459985,-2.3731965884005145e-17,1.4913699477459985,7.048976953505967e-16,41.868636220921786,0.5734290756932363,2.6253147864533465e-16,-41.86176732809817,-1.1700000000000015,0.05000000074505804,-2.087999999999996
1.4913699477459985,-2.3731965884005145e-17,1.4913699477459985,7.048976953505967e-16,41.868636220921786,0.5734290756932363,2.6253147864533465e-16,-41.86176732809817,-1.200000000000002,0.05000000074505804,-2.087999999999996
1.4913699477459985,-2.3731965884005145e-17,1.4913699477459985,7.048976953505967e-16,41.868636220921786,0.5734290756932363,2.6253147864533465e-16,-41.86176732809817,-1.230000000000001,0.05000000074505804,-2.087999999999996
1.311191979901904,3.9797895586640286e-17,1.311191979901904,1.4279389920300326e-15,41.79951269303032,0.45913859880545965,-8.098151993312102e-17,-41.795365229660504,-1.2600000000000022,0.05000000074505804,-2.087999999999996
1.311191979901904,3.9797895586640286e-17,1.311191979901904,1.4279389920300326e-15,41.79951269303032,0.45913859880545965,-8.098151993312102e-17,-41.795365229660504,-1.290000000000003,0.05000000074505804,-2.087999999999996
1.311191979901904,3.9797895586640286e-17,1.311191979901904,1.4279389920300326e-15,41.79951269303032,0.45913859880545965,-8.098151993312102e-17,-41.795365229660504,-1.3199999999999965,0.05000000074505804,-2.087999999999996
1.1388091811866246,6.193491797935697e-17,1.1388091811866246,-9.058260730049503e-16,41.74513409108688,0.43854359640227286,9.181430541250026e-18,-41.7418783339535,-1.3499999999999974,0.05000000074505804,-2.087999999999996
1.1388091811866246,6.193491797935697e-17,1.1388091811866246,-9.058260730049503e-16,41.74513409108688,0.43854359640227286,9.181430541250026e-18,-41.7418783339535,-1.3799999999999981,0.05000000074505804,-2.087999999999996
1.1388091811866246,6.193491797935697e-17,1.1388091811866246,-9.058260730049503e-16,41.74513409108688,0.43854359640227286,9.181430541250026e-18,-41.7418783339535,-1.4099999999999975,0.05000000074505804,-2.087999999999996
1.1388091811866246,6.193491797935697e-17,1.1388091811866246,-9.058260730049503e-16,41.74513409108688,0.43854359640227286,9.181430541250026e-18,-41.7418783339535,-1.4399999999999986,0.05000000074505804,-2.087999999999996
0.8955908557332894,-6.936061415067126e-17,0.8955908557332894,6.999191903987719e-16,41.6762400718378,0.30778632770867387,1.3249921046990916e-16,-41.67464452306873,-1.469999999999999,0.05000000074505804,-2.087999999999996
0.8955908557332894,-6.936061415067126e-17,0.8955908557332894,6.999191903987719e-16,41.6762400718378,0.30778632770867387,1.3249921046990916e-16,-41.67464452306873,-1.5,0.05000000074505804,-2.087999999999996
0.9173299278711694,3.220564561338136e-17,-0.9173299278711694,-4.0603066249691845e-16,41.293596771777004,-0.011447504938236713,2.3379147451679884e-17,-41.29220708308179,1.5,0.05000000074505804,-3.1320000000000037
0.9173299278711694,3.220564561338136e-17,-0.9173299278711694,-4.0603066249691845e-16,41.293596771777004,-0.011447504938236713,2.3379147451679884e-17,-41.29220708308179,1.469999999999999,0.05000000074505804,-3.1320000000000037
1.1562302592828195,-2.7740215706040482e-17,-1.1562302592828195,-2.0467573115222713e-16,41.39379163436572,-0.02891730985293324,2.525553297334703e-17,-41.39106906185953,1.4399999999999986,0.05000000074505804,-3.1320000000000037
1.1562302592828195,-2.7740215706040482e-17,-1.1562302592828195,-2.0467573115222713e-16,41.39379163436572,-0.02891730985293324,2.525553297334703e-17,-41.39106906185953,1.4099999999999975,0.05000000074505804,-3.1320000000000037
1.1562302592828195,-2.7740215706040482e-17,-1.1562302592828195,-2.0467573115222713e-16,41.39379163436572,-0.02891730985293324,2.525553297334703e-17,-41.39106906185953,1.3799999999999981,0.05000000074505804,-3.1320000000000037
1.1562302592828195,-2.7740215706040482e-17,-1.1562302592828195,-2.0467573115222713e-16,41.39379163436572,-0.02891730985293324,2.525553297334703e-17,-41.39106906185953,1.3499999999999974,0.05000000074505804,-3.1320000000000037
1.3372005848740265,3.50695236862759e-17,-1.3372005848740265,-7.09884115567619e-17,41.50305759087672,-0.008193334476310533,7.084918447888334e-17,-41.49869575492928,1.3199999999999965,0.05000000074505804,-3.1320000000000037
1.3372005848740265,3.50695236862759e-17,-1.3372005848740265,-7.09884115567619e-17,41.50305759087672,-0.008193334476310533,7.084918447888334e-17,-41.49869575492928,1.290000000000003,0.05000000074505804,-3.1320000000000037
1.3372005848740265,3.50695236862759e-17,-1.3372005848740265,-7.09884115567619e-17,41.50305759087672,-0.008193334476310533,7.084918447888334e-17,-41.49869575492928,1.2600000000000022,0.05000000074505804,-3.1320000000000037
1.5437205122167057,4.962880347856711e-17,-1.5437205122167057,1.0178555459870557e-15,41.62050893958735,-0.02454556182326349,4.269532753171801e-17,-41.61299271219478,1.230000000000001,0.05000000074505804,-3.1320000000000037
1.5437205122167057,4.962880347856711e-17,-1.5437205122167057,1.0178555459870557e-15,41.62050893958735,-0.02454556182326349,4.269532753171801e-17,-41.61299271219478,1.200000000000002,0.05000000074505804,-3.1320000000000037
1.5437205122167057,4.962880347856711e-17,-1.5437205122167057,1.0178555459870557e-15,41.62050893958735,-0.02454556182326349,4.269532753171801e-17,-41.61299271219478,1.1700000000000015,0.05000000074505804,-3.1320000000000037
1.6583621284464667,8.203476543962374e-17,-1.6583621284464667,-1.034716154529276e-15,41.7445464902779,0.0044927842327818915,-1.1525619895261828e-16,-41.73268196919403,1.1400000000000003,0.05000000074505804,-3.1320000000000037
1.6583621284464667,8.203476543962374e-17,-1.6583621284464667,-1.034716154529276e-15,41.7445464902779,0.0044927842327818915,-1.1525619895261828e-16,-41.73268196919403,1.1099999999999997,0.05000000074505804,-3.1320000000000037
1.6583621284464667,8.203476543962374e-17,-1.6583621284464667,-1.034716154529276e-15,41.7445464902779,0.0044927842327818915,-1.1525619895261828e-16,-41.73268196919403,1.0799999999999985,0.05000000074505804,-3.1320000000000037
1.8005550709046847,-2.1540592072722208e-16,-1.8005550709046847,-4.526990062729468e-17,41.86789454630213,-0.014300416409802265,1.895855886406594e-16,-41.84816451764611,1.049999999999998,0.05000000074505804,-3.1320000000000037
1.8005550709046847,-2.1540592072722208e-16,-1.8005550709046847,-4.526990062729468e-17,41.86789454630213,-0.014300416409802265,1.895855886406594e-16,-41.84816451764611,1.0199999999999994,0.05000000074505804,-3.1320000000000037
1.8005550709046847,-2.1540592072722208e-16,-1.8005550709046847,-4.526990062729468e-17,41.86789454630213,-0.014300416409802265,1.895855886406594e-16,-41.84816451764611,0.9899999999999985,0.05000000074505804,-3.1320000000000037
1.871974959048333,-7.117626452492467e-18,-1.871974959048333,1.9362227718789547e-15,41.999048455335306,0.022103297121700064,-8.503463081469657e-17,-41.967859508072955,0.9599999999999984,0.05000000074505804,-3.1320000000000037
1.871974959048333,-7.117626452492467e-18,-1.871974959048333,1.9362227718789547e-15,41.999048455335306,0.022103297121700064,-8.503463081469657e-17,-41.967859508072955,0.9300000000000019,0.05000000074505804,-3.1320000000000037
2.1215567245252402,-1.3651242169375448e-16,-2.1215567245252402,1.1608791031235032e-15,42.12778534479112,-0.0003075077938461365,-1.0259556863872074e-16,-42.07731656065852,0.9000000000000008,0.05000000074505804,-3.1320000000000037
2.1215567245252402,-1.3651242169375448e-16,-2.1215567245252402,1.1608791031235032e-15,42.12778534479112,-0.0003075077938461365,-1.0259556863872074e-16,-42.07731656065852,0.8700000000000004,0.05000000074505804,-3.1320000000000037
2.6360957759361145,-3.0826493639333825e-16,-2.6279845076962443,1.8899555238876865e-15,42.288255506376906,0.04288438409573054,-2.502045111363738e-16,-42.20942081982449,0.840000000000002,0.05000000074505804,-3.1320000000000037
2.6360957759361145,-3.0826493639333825e-16,-2.6279845076962443,1.8899555238876865e-15,42.288255506376906,0.04288438409573054,-2.502045111363738e-16,-42.20942081982449,0.8100000000000012,0.05000000074505804,-3.1320000000000037
3.636555260958309,-1.210766663771083e-16,-3.6334288558351564,7.122548019477224e-16,42.48628833109258,0.032698477543247034,-3.3647378625502606e-16,-42.36150473434812,0.7800000000000008,0.05000000074505804,-3.1320000000000037
3.636555260958309,-1.210766663771083e-16,-3.6334288558351564,7.122548019477224e-16,42.48628833109258,0.032698477543247034,-3.3647378625502606e-16,-42.36150473434812,0.75,0.05000000074505804,-3.1320000000000037
5.317156321778357,7.691038315086415e-16,-5.185211072751469,2.9068555066187537e-15,42.764833733998266,0.09452125802385286,-3.2610078468444856e-16,-42.573006898057294,0.7199999999999993,0.05000000074505804,-3.1320000000000037
